[2025-10-06 01:55:04.215] <Wally>    (in) : name
[2025-10-06 02:00:46.776] <Wally>   (out) : 
[2025-10-06 02:00:46.776] <Wally>   (out) : =
[2025-10-06 02:00:46.776] <Wally>   (out) : 
[2025-10-06 02:00:46.776] <Wally>   (out) : =
[2025-10-06 02:00:46.776] <Wally>   (out) : 
[2025-10-06 02:00:46.776] <Wally>   (out) : =
[2025-10-06 02:00:46.776] <Wally>   (out) : 
[2025-10-06 02:00:46.776] <Wally>   (out) : =
[2025-10-06 02:00:46.776] <Wally>   (out) : 
[2025-10-06 02:00:46.776] <Wally>   (out) : =
[2025-10-06 02:00:46.777] <Wally>   (out) : 
[2025-10-06 02:00:46.777] <Wally>   (out) : =
[2025-10-06 02:00:46.777] <Wally>   (out) : 
[2025-10-06 02:00:46.777] <Wally>   (out) : =
[2025-10-06 02:00:46.777] <Wally>   (out) : 
[2025-10-06 02:00:46.777] <Wally>   (out) : =
[2025-10-06 02:00:46.777] <Wally>   (out) : 
[2025-10-06 02:00:46.777] <Wally>   (out) : =
[2025-10-06 02:00:46.777] <Wally>   (out) : 
[2025-10-06 02:00:46.778] <Wally>   (out) : =
[2025-10-06 02:00:46.778] <Wally>   (out) : 
[2025-10-06 02:00:46.778] <Wally>   (out) : =
[2025-10-06 02:00:46.778] <Wally>   (out) : 
[2025-10-06 02:00:46.778] <Wally>   (out) : =
[2025-10-06 02:00:46.778] <Wally>   (out) : 
[2025-10-06 02:00:46.778] <Wally>   (out) : =
[2025-10-06 02:00:46.778] <Wally>   (out) : 
[2025-10-06 02:00:46.778] <Wally>   (out) : =
[2025-10-06 02:00:46.778] <Wally>   (out) : 
[2025-10-06 02:00:46.778] <Wally>   (out) : =
[2025-10-06 02:00:46.778] <Wally>   (out) : 
[2025-10-06 02:00:46.778] <Wally>   (out) : =
[2025-10-06 02:00:46.778] <Wally>   (out) : 
[2025-10-06 02:00:46.779] <Wally>   (out) : =
[2025-10-06 02:00:46.779] <Wally>   (out) : 
[2025-10-06 02:00:46.779] <Wally>   (out) : =
[2025-10-06 02:00:46.779] <Wally>   (out) : 
[2025-10-06 02:00:46.779] <Wally>   (out) : =
[2025-10-06 02:00:46.779] <Wally>   (out) : 
[2025-10-06 02:00:46.779] <Wally>   (out) : =
[2025-10-06 02:00:46.779] <Wally>   (out) : 
[2025-10-06 02:00:46.789] <Wally>    (in) : genmove W
[2025-10-06 02:00:46.799] <Wally>   (out) : = J9
[2025-10-06 02:00:46.799] <Wally>   (out) : 
[2025-10-06 02:00:46.810] <Wally>   (err) : capture move C9
[2025-10-06 02:00:46.810] <Wally>   (err) : save move: C9
[2025-10-06 02:00:46.810] <Wally>   (err) : defend move: XX
[2025-10-06 02:00:46.811] <Wally>   (err) : surround move: J9
[2025-10-06 02:00:46.811] <Wally>   (err) : best move J9
[2025-10-06 02:00:47.763] <Wally>    (in) : play W A3
[2025-10-06 02:00:47.764] <Wally>    (in) : play W A2
[2025-10-06 02:00:47.764] <Wally>    (in) : play W A1
[2025-10-06 02:00:47.765] <Wally>    (in) : play W B6
[2025-10-06 02:00:47.765] <Wally>    (in) : play B B5
[2025-10-06 02:00:47.765] <Wally>    (in) : play W B4
[2025-10-06 02:00:47.765] <Wally>    (in) : play B B3
[2025-10-06 02:00:47.765] <Wally>    (in) : play W B2
[2025-10-06 02:00:47.765] <Wally>    (in) : play W B1
[2025-10-06 02:00:47.766] <Wally>    (in) : play W C8
[2025-10-06 02:00:47.766] <Wally>    (in) : play W C7
[2025-10-06 02:00:47.766] <Wally>    (in) : play W C5
[2025-10-06 02:00:47.766] <Wally>    (in) : play B C4
[2025-10-06 02:00:47.766] <Wally>    (in) : play B C2
[2025-10-06 02:00:47.766] <Wally>    (in) : play B C1
[2025-10-06 02:00:47.767] <Wally>    (in) : play B D9
[2025-10-06 02:00:47.767] <Wally>    (in) : play W D8
[2025-10-06 02:00:47.767] <Wally>    (in) : play W D7
[2025-10-06 02:00:47.767] <Wally>    (in) : play B D6
[2025-10-06 02:00:47.767] <Wally>    (in) : play W D5
[2025-10-06 02:00:47.767] <Wally>    (in) : play B D4
[2025-10-06 02:00:47.768] <Wally>    (in) : play W D3
[2025-10-06 02:00:47.768] <Wally>    (in) : play B D2
[2025-10-06 02:00:47.768] <Wally>    (in) : play B D1
[2025-10-06 02:00:47.768] <Wally>    (in) : play B E9
[2025-10-06 02:00:47.768] <Wally>    (in) : play W E8
[2025-10-06 02:00:47.768] <Wally>    (in) : play W E6
[2025-10-06 02:00:47.768] <Wally>    (in) : play B E5
[2025-10-06 02:00:47.768] <Wally>    (in) : play B E4
[2025-10-06 02:00:47.769] <Wally>    (in) : play W E3
[2025-10-06 02:00:47.769] <Wally>    (in) : play B E2
[2025-10-06 02:00:47.769] <Wally>    (in) : play B E1
[2025-10-06 02:00:47.769] <Wally>    (in) : play W F9
[2025-10-06 02:00:47.769] <Wally>    (in) : play W F8
[2025-10-06 02:00:47.769] <Wally>    (in) : play B F7
[2025-10-06 02:00:47.769] <Wally>    (in) : play W F6
[2025-10-06 02:00:47.769] <Wally>    (in) : play B F5
[2025-10-06 02:00:47.770] <Wally>    (in) : play B F4
[2025-10-06 02:00:47.770] <Wally>    (in) : play B F3
[2025-10-06 02:00:47.770] <Wally>    (in) : play B F1
[2025-10-06 02:00:47.770] <Wally>    (in) : play W G8
[2025-10-06 02:00:47.770] <Wally>    (in) : play B G7
[2025-10-06 02:00:47.770] <Wally>    (in) : play W G6
[2025-10-06 02:00:47.770] <Wally>    (in) : play W G5
[2025-10-06 02:00:47.770] <Wally>    (in) : play B G4
[2025-10-06 02:00:47.771] <Wally>    (in) : play B G3
[2025-10-06 02:00:47.771] <Wally>    (in) : play B G1
[2025-10-06 02:00:47.771] <Wally>    (in) : play B H9
[2025-10-06 02:00:47.771] <Wally>    (in) : play W H8
[2025-10-06 02:00:47.771] <Wally>    (in) : play W H7
[2025-10-06 02:00:47.771] <Wally>    (in) : play W H6
[2025-10-06 02:00:47.771] <Wally>    (in) : play W H5
[2025-10-06 02:00:47.771] <Wally>    (in) : play W H4
[2025-10-06 02:00:47.772] <Wally>    (in) : play B H3
[2025-10-06 02:00:47.772] <Wally>    (in) : play B H2
[2025-10-06 02:00:47.772] <Wally>    (in) : play B H1
[2025-10-06 02:00:47.772] <Wally>    (in) : play B J8
[2025-10-06 02:00:47.772] <Wally>    (in) : play B J6
[2025-10-06 02:00:47.772] <Wally>    (in) : play B J5
[2025-10-06 02:00:47.772] <Wally>    (in) : play B J4
[2025-10-06 02:00:47.772] <Wally>    (in) : play B J3
[2025-10-06 02:00:47.773] <Wally>    (in) : play B J2
[2025-10-06 02:00:47.773] <Wally>    (in) : play B J1
[2025-10-06 02:00:47.790] <Wally>   (out) : =
[2025-10-06 02:00:47.791] <Wally>   (out) : 
[2025-10-06 02:00:47.791] <Wally>   (out) : =
[2025-10-06 02:00:47.791] <Wally>   (out) : 
[2025-10-06 02:00:47.791] <Wally>   (out) : =
[2025-10-06 02:00:47.791] <Wally>   (out) : 
[2025-10-06 02:00:47.791] <Wally>   (out) : =
[2025-10-06 02:00:47.792] <Wally>   (out) : 
[2025-10-06 02:00:47.792] <Wally>   (out) : =
[2025-10-06 02:00:47.792] <Wally>   (out) : 
[2025-10-06 02:00:47.792] <Wally>   (out) : =
[2025-10-06 02:00:47.792] <Wally>   (out) : 
[2025-10-06 02:00:47.792] <Wally>   (out) : =
[2025-10-06 02:00:47.792] <Wally>   (out) : 
[2025-10-06 02:00:47.792] <Wally>   (out) : =
[2025-10-06 02:00:47.792] <Wally>   (out) : 
[2025-10-06 02:00:47.793] <Wally>   (out) : =
[2025-10-06 02:00:47.793] <Wally>   (out) : 
[2025-10-06 02:00:47.793] <Wally>   (out) : =
[2025-10-06 02:00:47.793] <Wally>   (out) : 
[2025-10-06 02:00:47.793] <Wally>   (out) : =
[2025-10-06 02:00:47.793] <Wally>   (out) : 
[2025-10-06 02:00:47.793] <Wally>   (out) : =
[2025-10-06 02:00:47.793] <Wally>   (out) : 
[2025-10-06 02:00:47.793] <Wally>   (out) : =
[2025-10-06 02:00:47.793] <Wally>   (out) : 
[2025-10-06 02:00:47.794] <Wally>   (out) : =
[2025-10-06 02:00:47.794] <Wally>   (out) : 
[2025-10-06 02:00:47.794] <Wally>   (out) : =
[2025-10-06 02:00:47.794] <Wally>   (out) : 
[2025-10-06 02:00:47.794] <Wally>   (out) : =
[2025-10-06 02:00:47.794] <Wally>   (out) : 
[2025-10-06 02:00:47.794] <Wally>   (out) : =
[2025-10-06 02:00:47.794] <Wally>   (out) : 
[2025-10-06 02:00:47.794] <Wally>   (out) : =
[2025-10-06 02:00:47.794] <Wally>   (out) : 
[2025-10-06 02:00:47.794] <Wally>   (out) : =
[2025-10-06 02:00:47.795] <Wally>   (out) : 
[2025-10-06 02:00:47.795] <Wally>   (out) : =
[2025-10-06 02:00:47.795] <Wally>   (out) : 
[2025-10-06 02:00:47.795] <Wally>   (out) : =
[2025-10-06 02:00:47.795] <Wally>   (out) : 
[2025-10-06 02:00:47.795] <Wally>   (out) : =
[2025-10-06 02:00:47.795] <Wally>   (out) : 
[2025-10-06 02:00:47.795] <Wally>   (out) : =
[2025-10-06 02:00:47.795] <Wally>   (out) : 
[2025-10-06 02:00:47.795] <Wally>   (out) : =
[2025-10-06 02:00:47.795] <Wally>   (out) : 
[2025-10-06 02:00:47.795] <Wally>   (out) : =
[2025-10-06 02:00:47.796] <Wally>   (out) : 
[2025-10-06 02:00:47.796] <Wally>   (out) : =
[2025-10-06 02:00:47.796] <Wally>   (out) : 
[2025-10-06 02:00:47.796] <Wally>   (out) : =
[2025-10-06 02:00:47.796] <Wally>   (out) : 
[2025-10-06 02:00:47.796] <Wally>   (out) : =
[2025-10-06 02:00:47.796] <Wally>   (out) : 
[2025-10-06 02:00:47.796] <Wally>   (out) : =
[2025-10-06 02:00:47.797] <Wally>   (out) : 
[2025-10-06 02:00:47.797] <Wally>   (out) : =
[2025-10-06 02:00:47.797] <Wally>   (out) : 
[2025-10-06 02:00:47.797] <Wally>   (out) : =
[2025-10-06 02:00:47.797] <Wally>   (out) : 
[2025-10-06 02:00:47.797] <Wally>   (out) : =
[2025-10-06 02:00:47.797] <Wally>   (out) : 
[2025-10-06 02:00:47.797] <Wally>   (out) : =
[2025-10-06 02:00:47.797] <Wally>   (out) : 
[2025-10-06 02:00:47.797] <Wally>   (out) : =
[2025-10-06 02:00:47.797] <Wally>   (out) : 
[2025-10-06 02:00:47.797] <Wally>   (out) : =
[2025-10-06 02:00:47.798] <Wally>   (out) : 
[2025-10-06 02:00:47.798] <Wally>   (out) : =
[2025-10-06 02:00:47.798] <Wally>   (out) : 
[2025-10-06 02:00:47.798] <Wally>   (out) : =
[2025-10-06 02:00:47.798] <Wally>   (out) : 
[2025-10-06 02:00:47.798] <Wally>   (out) : =
[2025-10-06 02:00:47.798] <Wally>   (out) : 
[2025-10-06 02:00:47.798] <Wally>   (out) : =
[2025-10-06 02:00:47.798] <Wally>   (out) : 
[2025-10-06 02:00:47.798] <Wally>   (out) : =
[2025-10-06 02:00:47.798] <Wally>   (out) : 
[2025-10-06 02:00:47.799] <Wally>   (out) : =
[2025-10-06 02:00:47.799] <Wally>   (out) : 
[2025-10-06 02:00:47.799] <Wally>   (out) : =
[2025-10-06 02:00:47.799] <Wally>   (out) : 
[2025-10-06 02:00:47.799] <Wally>   (out) : =
[2025-10-06 02:00:47.799] <Wally>   (out) : 
[2025-10-06 02:00:47.799] <Wally>   (out) : =
[2025-10-06 02:00:47.799] <Wally>   (out) : 
[2025-10-06 02:00:47.799] <Wally>   (out) : =
[2025-10-06 02:00:47.799] <Wally>   (out) : 
[2025-10-06 02:00:47.799] <Wally>   (out) : =
[2025-10-06 02:00:47.799] <Wally>   (out) : 
[2025-10-06 02:00:47.799] <Wally>   (out) : =
[2025-10-06 02:00:47.799] <Wally>   (out) : 
[2025-10-06 02:00:47.799] <Wally>   (out) : =
[2025-10-06 02:00:47.799] <Wally>   (out) : 
[2025-10-06 02:00:47.799] <Wally>   (out) : =
[2025-10-06 02:00:47.800] <Wally>   (out) : 
[2025-10-06 02:00:47.800] <Wally>   (out) : =
[2025-10-06 02:00:47.800] <Wally>   (out) : 
[2025-10-06 02:00:47.800] <Wally>   (out) : =
[2025-10-06 02:00:47.800] <Wally>   (out) : 
[2025-10-06 02:00:47.800] <Wally>   (out) : =
[2025-10-06 02:00:47.800] <Wally>   (out) : 
[2025-10-06 02:00:47.800] <Wally>   (out) : =
[2025-10-06 02:00:47.800] <Wally>   (out) : 
[2025-10-06 02:00:47.800] <Wally>   (out) : =
[2025-10-06 02:00:47.800] <Wally>   (out) : 
[2025-10-06 02:00:47.800] <Wally>   (out) : =
[2025-10-06 02:00:47.800] <Wally>   (out) : 
[2025-10-06 02:00:47.800] <Wally>   (out) : =
[2025-10-06 02:00:47.801] <Wally>   (out) : 
[2025-10-06 02:00:47.801] <Wally>   (out) : =
[2025-10-06 02:00:47.801] <Wally>   (out) : 
[2025-10-06 02:00:47.801] <Wally>   (out) : =
[2025-10-06 02:00:47.801] <Wally>   (out) : 
[2025-10-06 02:00:47.801] <Wally>   (out) : =
[2025-10-06 02:00:47.801] <Wally>   (out) : 
[2025-10-06 02:00:47.801] <Wally>   (out) : =
[2025-10-06 02:00:47.801] <Wally>   (out) : 
[2025-10-06 02:00:47.801] <Wally>   (out) : =
[2025-10-06 02:00:47.801] <Wally>   (out) : 
[2025-10-06 02:00:47.801] <Wally>   (out) : =
[2025-10-06 02:00:47.801] <Wally>   (out) : 
[2025-10-06 02:00:47.801] <Wally>   (out) : =
[2025-10-06 02:00:47.801] <Wally>   (out) : 
[2025-10-06 02:00:47.811] <Wally>    (in) : genmove W
[2025-10-06 02:00:47.823] <Wally>   (out) : = J9
[2025-10-06 02:00:47.823] <Wally>   (out) : 
[2025-10-06 02:00:47.836] <Wally>   (err) : capture move C9
[2025-10-06 02:00:47.836] <Wally>   (err) : save move: C9
[2025-10-06 02:00:47.836] <Wally>   (err) : defend move: XX
[2025-10-06 02:00:47.836] <Wally>   (err) : surround move: J9
[2025-10-06 02:00:47.836] <Wally>   (err) : best move J9
[2025-10-06 02:00:48.843] <Wally>    (in) : play W A3
[2025-10-06 02:00:48.844] <Wally>    (in) : play W A2
[2025-10-06 02:00:48.845] <Wally>    (in) : play W A1
[2025-10-06 02:00:48.845] <Wally>    (in) : play W B6
[2025-10-06 02:00:48.845] <Wally>    (in) : play B B5
[2025-10-06 02:00:48.845] <Wally>    (in) : play W B4
[2025-10-06 02:00:48.845] <Wally>    (in) : play B B3
[2025-10-06 02:00:48.845] <Wally>    (in) : play W B2
[2025-10-06 02:00:48.846] <Wally>    (in) : play W B1
[2025-10-06 02:00:48.846] <Wally>    (in) : play W C8
[2025-10-06 02:00:48.846] <Wally>    (in) : play W C7
[2025-10-06 02:00:48.846] <Wally>    (in) : play W C5
[2025-10-06 02:00:48.846] <Wally>    (in) : play B C4
[2025-10-06 02:00:48.846] <Wally>    (in) : play B C3
[2025-10-06 02:00:48.847] <Wally>    (in) : play B C2
[2025-10-06 02:00:48.847] <Wally>    (in) : play B C1
[2025-10-06 02:00:48.847] <Wally>    (in) : play B D9
[2025-10-06 02:00:48.847] <Wally>    (in) : play W D8
[2025-10-06 02:00:48.847] <Wally>    (in) : play W D7
[2025-10-06 02:00:48.847] <Wally>    (in) : play B D6
[2025-10-06 02:00:48.848] <Wally>    (in) : play W D5
[2025-10-06 02:00:48.848] <Wally>    (in) : play B D4
[2025-10-06 02:00:48.848] <Wally>    (in) : play B D2
[2025-10-06 02:00:48.848] <Wally>    (in) : play B D1
[2025-10-06 02:00:48.848] <Wally>    (in) : play B E9
[2025-10-06 02:00:48.848] <Wally>    (in) : play W E8
[2025-10-06 02:00:48.848] <Wally>    (in) : play W E6
[2025-10-06 02:00:48.849] <Wally>    (in) : play B E5
[2025-10-06 02:00:48.849] <Wally>    (in) : play B E4
[2025-10-06 02:00:48.849] <Wally>    (in) : play B E2
[2025-10-06 02:00:48.849] <Wally>    (in) : play B E1
[2025-10-06 02:00:48.849] <Wally>    (in) : play W F9
[2025-10-06 02:00:48.849] <Wally>    (in) : play W F8
[2025-10-06 02:00:48.849] <Wally>    (in) : play B F7
[2025-10-06 02:00:48.849] <Wally>    (in) : play W F6
[2025-10-06 02:00:48.850] <Wally>    (in) : play B F5
[2025-10-06 02:00:48.850] <Wally>    (in) : play B F4
[2025-10-06 02:00:48.850] <Wally>    (in) : play B F3
[2025-10-06 02:00:48.850] <Wally>    (in) : play B F1
[2025-10-06 02:00:48.850] <Wally>    (in) : play W G8
[2025-10-06 02:00:48.850] <Wally>    (in) : play B G7
[2025-10-06 02:00:48.850] <Wally>    (in) : play W G6
[2025-10-06 02:00:48.850] <Wally>    (in) : play W G5
[2025-10-06 02:00:48.851] <Wally>    (in) : play B G4
[2025-10-06 02:00:48.851] <Wally>    (in) : play B G3
[2025-10-06 02:00:48.851] <Wally>    (in) : play B G1
[2025-10-06 02:00:48.851] <Wally>    (in) : play B H9
[2025-10-06 02:00:48.851] <Wally>    (in) : play W H8
[2025-10-06 02:00:48.851] <Wally>    (in) : play W H7
[2025-10-06 02:00:48.851] <Wally>    (in) : play W H6
[2025-10-06 02:00:48.852] <Wally>    (in) : play W H5
[2025-10-06 02:00:48.852] <Wally>    (in) : play W H4
[2025-10-06 02:00:48.852] <Wally>    (in) : play B H3
[2025-10-06 02:00:48.852] <Wally>    (in) : play B H2
[2025-10-06 02:00:48.852] <Wally>    (in) : play B H1
[2025-10-06 02:00:48.852] <Wally>    (in) : play B J8
[2025-10-06 02:00:48.852] <Wally>    (in) : play B J6
[2025-10-06 02:00:48.852] <Wally>    (in) : play B J5
[2025-10-06 02:00:48.853] <Wally>    (in) : play B J4
[2025-10-06 02:00:48.853] <Wally>    (in) : play B J3
[2025-10-06 02:00:48.853] <Wally>    (in) : play B J2
[2025-10-06 02:00:48.853] <Wally>    (in) : play B J1
[2025-10-06 02:00:48.870] <Wally>   (out) : =
[2025-10-06 02:00:48.870] <Wally>   (out) : 
[2025-10-06 02:00:48.871] <Wally>   (out) : =
[2025-10-06 02:00:48.871] <Wally>   (out) : 
[2025-10-06 02:00:48.871] <Wally>   (out) : =
[2025-10-06 02:00:48.871] <Wally>   (out) : 
[2025-10-06 02:00:48.871] <Wally>   (out) : =
[2025-10-06 02:00:48.871] <Wally>   (out) : 
[2025-10-06 02:00:48.871] <Wally>   (out) : =
[2025-10-06 02:00:48.871] <Wally>   (out) : 
[2025-10-06 02:00:48.871] <Wally>   (out) : =
[2025-10-06 02:00:48.871] <Wally>   (out) : 
[2025-10-06 02:00:48.871] <Wally>   (out) : =
[2025-10-06 02:00:48.871] <Wally>   (out) : 
[2025-10-06 02:00:48.872] <Wally>   (out) : =
[2025-10-06 02:00:48.872] <Wally>   (out) : 
[2025-10-06 02:00:48.872] <Wally>   (out) : =
[2025-10-06 02:00:48.872] <Wally>   (out) : 
[2025-10-06 02:00:48.872] <Wally>   (out) : =
[2025-10-06 02:00:48.872] <Wally>   (out) : 
[2025-10-06 02:00:48.872] <Wally>   (out) : =
[2025-10-06 02:00:48.872] <Wally>   (out) : 
[2025-10-06 02:00:48.872] <Wally>   (out) : =
[2025-10-06 02:00:48.872] <Wally>   (out) : 
[2025-10-06 02:00:48.872] <Wally>   (out) : =
[2025-10-06 02:00:48.872] <Wally>   (out) : 
[2025-10-06 02:00:48.872] <Wally>   (out) : =
[2025-10-06 02:00:48.872] <Wally>   (out) : 
[2025-10-06 02:00:48.872] <Wally>   (out) : =
[2025-10-06 02:00:48.873] <Wally>   (out) : 
[2025-10-06 02:00:48.873] <Wally>   (out) : =
[2025-10-06 02:00:48.873] <Wally>   (out) : 
[2025-10-06 02:00:48.873] <Wally>   (out) : =
[2025-10-06 02:00:48.873] <Wally>   (out) : 
[2025-10-06 02:00:48.873] <Wally>   (out) : =
[2025-10-06 02:00:48.873] <Wally>   (out) : 
[2025-10-06 02:00:48.873] <Wally>   (out) : =
[2025-10-06 02:00:48.873] <Wally>   (out) : 
[2025-10-06 02:00:48.873] <Wally>   (out) : =
[2025-10-06 02:00:48.873] <Wally>   (out) : 
[2025-10-06 02:00:48.873] <Wally>   (out) : =
[2025-10-06 02:00:48.873] <Wally>   (out) : 
[2025-10-06 02:00:48.874] <Wally>   (out) : =
[2025-10-06 02:00:48.874] <Wally>   (out) : 
[2025-10-06 02:00:48.874] <Wally>   (out) : =
[2025-10-06 02:00:48.874] <Wally>   (out) : 
[2025-10-06 02:00:48.874] <Wally>   (out) : =
[2025-10-06 02:00:48.874] <Wally>   (out) : 
[2025-10-06 02:00:48.874] <Wally>   (out) : =
[2025-10-06 02:00:48.874] <Wally>   (out) : 
[2025-10-06 02:00:48.874] <Wally>   (out) : =
[2025-10-06 02:00:48.874] <Wally>   (out) : 
[2025-10-06 02:00:48.874] <Wally>   (out) : =
[2025-10-06 02:00:48.874] <Wally>   (out) : 
[2025-10-06 02:00:48.874] <Wally>   (out) : =
[2025-10-06 02:00:48.874] <Wally>   (out) : 
[2025-10-06 02:00:48.874] <Wally>   (out) : =
[2025-10-06 02:00:48.875] <Wally>   (out) : 
[2025-10-06 02:00:48.875] <Wally>   (out) : =
[2025-10-06 02:00:48.875] <Wally>   (out) : 
[2025-10-06 02:00:48.875] <Wally>   (out) : =
[2025-10-06 02:00:48.875] <Wally>   (out) : 
[2025-10-06 02:00:48.875] <Wally>   (out) : =
[2025-10-06 02:00:48.875] <Wally>   (out) : 
[2025-10-06 02:00:48.875] <Wally>   (out) : =
[2025-10-06 02:00:48.875] <Wally>   (out) : 
[2025-10-06 02:00:48.875] <Wally>   (out) : =
[2025-10-06 02:00:48.875] <Wally>   (out) : 
[2025-10-06 02:00:48.875] <Wally>   (out) : =
[2025-10-06 02:00:48.875] <Wally>   (out) : 
[2025-10-06 02:00:48.875] <Wally>   (out) : =
[2025-10-06 02:00:48.875] <Wally>   (out) : 
[2025-10-06 02:00:48.876] <Wally>   (out) : =
[2025-10-06 02:00:48.876] <Wally>   (out) : 
[2025-10-06 02:00:48.876] <Wally>   (out) : =
[2025-10-06 02:00:48.876] <Wally>   (out) : 
[2025-10-06 02:00:48.876] <Wally>   (out) : =
[2025-10-06 02:00:48.876] <Wally>   (out) : 
[2025-10-06 02:00:48.876] <Wally>   (out) : =
[2025-10-06 02:00:48.876] <Wally>   (out) : 
[2025-10-06 02:00:48.876] <Wally>   (out) : =
[2025-10-06 02:00:48.876] <Wally>   (out) : 
[2025-10-06 02:00:48.876] <Wally>   (out) : =
[2025-10-06 02:00:48.876] <Wally>   (out) : 
[2025-10-06 02:00:48.876] <Wally>   (out) : =
[2025-10-06 02:00:48.877] <Wally>   (out) : 
[2025-10-06 02:00:48.877] <Wally>   (out) : =
[2025-10-06 02:00:48.877] <Wally>   (out) : 
[2025-10-06 02:00:48.877] <Wally>   (out) : =
[2025-10-06 02:00:48.877] <Wally>   (out) : 
[2025-10-06 02:00:48.877] <Wally>   (out) : =
[2025-10-06 02:00:48.877] <Wally>   (out) : 
[2025-10-06 02:00:48.878] <Wally>   (out) : =
[2025-10-06 02:00:48.878] <Wally>   (out) : 
[2025-10-06 02:00:48.878] <Wally>   (out) : =
[2025-10-06 02:00:48.878] <Wally>   (out) : 
[2025-10-06 02:00:48.878] <Wally>   (out) : =
[2025-10-06 02:00:48.878] <Wally>   (out) : 
[2025-10-06 02:00:48.878] <Wally>   (out) : =
[2025-10-06 02:00:48.878] <Wally>   (out) : 
[2025-10-06 02:00:48.878] <Wally>   (out) : =
[2025-10-06 02:00:48.878] <Wally>   (out) : 
[2025-10-06 02:00:48.878] <Wally>   (out) : =
[2025-10-06 02:00:48.878] <Wally>   (out) : 
[2025-10-06 02:00:48.878] <Wally>   (out) : =
[2025-10-06 02:00:48.878] <Wally>   (out) : 
[2025-10-06 02:00:48.878] <Wally>   (out) : =
[2025-10-06 02:00:48.878] <Wally>   (out) : 
[2025-10-06 02:00:48.879] <Wally>   (out) : =
[2025-10-06 02:00:48.879] <Wally>   (out) : 
[2025-10-06 02:00:48.879] <Wally>   (out) : =
[2025-10-06 02:00:48.879] <Wally>   (out) : 
[2025-10-06 02:00:48.879] <Wally>   (out) : =
[2025-10-06 02:00:48.879] <Wally>   (out) : 
[2025-10-06 02:00:48.879] <Wally>   (out) : =
[2025-10-06 02:00:48.879] <Wally>   (out) : 
[2025-10-06 02:00:48.879] <Wally>   (out) : =
[2025-10-06 02:00:48.879] <Wally>   (out) : 
[2025-10-06 02:00:48.879] <Wally>   (out) : =
[2025-10-06 02:00:48.879] <Wally>   (out) : 
[2025-10-06 02:00:48.879] <Wally>   (out) : =
[2025-10-06 02:00:48.879] <Wally>   (out) : 
[2025-10-06 02:00:48.879] <Wally>   (out) : =
[2025-10-06 02:00:48.879] <Wally>   (out) : 
[2025-10-06 02:00:48.888] <Wally>    (in) : genmove W
[2025-10-06 02:00:48.898] <Wally>   (out) : = J9
[2025-10-06 02:00:48.899] <Wally>   (out) : 
[2025-10-06 02:00:48.910] <Wally>   (err) : capture move C9
[2025-10-06 02:00:48.910] <Wally>   (err) : save move: C9
[2025-10-06 02:00:48.910] <Wally>   (err) : defend move: XX
[2025-10-06 02:00:48.910] <Wally>   (err) : surround move: J9
[2025-10-06 02:00:48.911] <Wally>   (err) : best move J9
[2025-10-06 02:00:50.243] <Wally>    (in) : play B A8
[2025-10-06 02:00:50.243] <Wally>    (in) : play W A3
[2025-10-06 02:00:50.243] <Wally>    (in) : play W A2
[2025-10-06 02:00:50.243] <Wally>    (in) : play W A1
[2025-10-06 02:00:50.244] <Wally>    (in) : play W B6
[2025-10-06 02:00:50.244] <Wally>    (in) : play B B5
[2025-10-06 02:00:50.244] <Wally>    (in) : play W B4
[2025-10-06 02:00:50.244] <Wally>    (in) : play B B3
[2025-10-06 02:00:50.244] <Wally>    (in) : play W B2
[2025-10-06 02:00:50.244] <Wally>    (in) : play W B1
[2025-10-06 02:00:50.244] <Wally>    (in) : play W C8
[2025-10-06 02:00:50.244] <Wally>    (in) : play W C7
[2025-10-06 02:00:50.245] <Wally>    (in) : play W C5
[2025-10-06 02:00:50.245] <Wally>    (in) : play B C4
[2025-10-06 02:00:50.245] <Wally>    (in) : play B C3
[2025-10-06 02:00:50.245] <Wally>    (in) : play B C2
[2025-10-06 02:00:50.245] <Wally>    (in) : play B C1
[2025-10-06 02:00:50.245] <Wally>    (in) : play B D9
[2025-10-06 02:00:50.245] <Wally>    (in) : play W D8
[2025-10-06 02:00:50.245] <Wally>    (in) : play W D7
[2025-10-06 02:00:50.245] <Wally>    (in) : play B D6
[2025-10-06 02:00:50.246] <Wally>    (in) : play W D5
[2025-10-06 02:00:50.246] <Wally>    (in) : play B D4
[2025-10-06 02:00:50.246] <Wally>    (in) : play B D2
[2025-10-06 02:00:50.246] <Wally>    (in) : play B D1
[2025-10-06 02:00:50.246] <Wally>    (in) : play B E9
[2025-10-06 02:00:50.246] <Wally>    (in) : play W E8
[2025-10-06 02:00:50.246] <Wally>    (in) : play W E6
[2025-10-06 02:00:50.246] <Wally>    (in) : play B E5
[2025-10-06 02:00:50.247] <Wally>    (in) : play B E4
[2025-10-06 02:00:50.247] <Wally>    (in) : play B E2
[2025-10-06 02:00:50.247] <Wally>    (in) : play B E1
[2025-10-06 02:00:50.247] <Wally>    (in) : play W F9
[2025-10-06 02:00:50.247] <Wally>    (in) : play W F8
[2025-10-06 02:00:50.247] <Wally>    (in) : play B F7
[2025-10-06 02:00:50.247] <Wally>    (in) : play W F6
[2025-10-06 02:00:50.247] <Wally>    (in) : play B F5
[2025-10-06 02:00:50.248] <Wally>    (in) : play B F4
